X0[um],X300[um]
0.7121858438890526,-31.254018606745053
0.20734147579476092,-37.193381211677476
0.48179530646832,-40.17886685390765
0.4817199624195378,-54.7021811920855
0.5054987521420288,-36.04146818751102
0.7978144832379016,-21.53156877711399
0.03798256831757856,-28.620073437598847
0.3120483246386962,-31.327919024128903
0.05090963861376379,-43.88142509799376
0.062173946838126964,-50.710179049077965
0.6970432669317073,-30.018336275753736
0.6553117523266195,-38.963238202610974
0.032405325552694465,-41.78828461277086
0.7950800604784295,-48.08828919527812
0.3467548466115193,-34.26499476179316
0.7489945674638794,-39.31413261012989
0.014985324391900347,-49.59037392552671
0.6179892031899271,-14.711415111112169
0.26935380183938346,-50.72097621867253
0.22312306232576493,-35.39884227374918
0.013967574390244942,-21.002521785064978
0.4570811920979833,-43.5458157648776
0.20075473050250592,-18.70721806450955
0.21930404249786753,-36.16067221458938
0.41612432429273416,-24.50950256181478
0.17889113597280526,-20.496708241411945
0.04652078731525969,-25.29298495617017
0.40815073303740007,-19.539815574619148
0.09234872700409076,-45.86921322134127
0.43179705611809144,-47.63093849038485
0.39110590043414606,-24.36978387860141
0.02459122157040028,-33.89413691119081
0.7016639061021636,-49.92998502209913
0.4399322214349809,-15.369859786058747
0.3609049225250818,-26.63886879339843
0.040496163924979726,-32.308404572739065
0.2835352762300886,-17.177691422769083
0.637601949270947,-14.62167880430988
0.7407043853296207,-51.45314334006548
0.1155489730757303,-41.03871169273841
0.4517299900060258,-32.14706415222751
0.39432951607969385,-49.15782979904939
0.5322725754325853,-35.643600398910245
0.24002811409107594,-40.16722887119544
0.7131132479876126,-5.735020440320866
0.7836095836138766,-25.963079674859515
0.5856419779459626,-20.148408551554734
0.421877812113965,-32.129480375812385
0.5936386517152735,-37.745395953321655
0.14152563992213427,-36.96050169793131
0.24692166610450814,-18.999175480360837
0.24932570408447702,-38.1099297951764
0.1594782133403596,-12.523502017566576
0.004306363752112574,-26.82821864336837
0.33984136315946123,-65.26813228707591
0.626317521986564,-38.59087392628298
0.509554737035562,-23.525690740690624
0.4057996311451306,-18.143809525293044
0.5607830991376218,-18.762165182639446
0.3756412821029927,-8.074658876768467
0.23363498291761253,-64.99699992074748
0.054568528216736925,-31.66629866139569
0.6699774567149566,-24.02919232923761
0.11227461461905444,-18.98873195200333
0.015165414081112251,-35.42867738567462
0.5290082297440126,-35.36224265345357
0.5429454918458969,-24.13127463552857
0.6495275445425617,-49.818613634126095
0.5728710728135404,-44.07685960515982
0.4229904573332789,-38.89743004820734
0.0031148760631882766,-40.23939415998051
0.6282588832496909,-41.48531858176372
0.5314845104572283,-51.29892710534936
0.47468213712098156,-56.233340292515926
0.20148670990259474,-39.73801357657138
0.5507374069903916,-40.21456335518958
0.10056958339266604,-61.87246949718364
0.4124265736413129,-43.29346128556094
0.7431492746704829,-24.229544426375604
0.5228449611261746,-32.096854574228175
0.2229332550148727,-33.92010410631735
0.0284749555129177,-40.98885953068003
0.5556793172276624,-42.18451062712044
0.5466516872672439,-20.937160372607316
0.4566524145440058,-35.031145994774086
0.7684405450354284,-33.86447648418496
0.7918995805642957,-35.841567449044994
0.28706400406539506,-46.2868427867532
0.17565503526407458,-48.238729963976475
0.7673117449909566,-17.088839121235306
0.6728406104366388,-32.15396943910673
0.6518143783266425,-29.127173041945838
0.08436914802871104,-40.89856510410472
0.4446449616265567,-40.43125236549328
0.7965206823655754,-31.974381914043303
0.5248020321884677,-28.898221711632573
0.2561625130933461,-24.363274258102187
0.48257753005913656,-21.97931546279759
0.742837206172462,-32.87874628147748
0.23424224407944322,-32.14873951457675
0.44112091648304874,-42.17791340857091
0.005515327750397869,-33.795804055034736
0.4657488663123755,-46.500727485020384
0.18638103473728435,-41.09466270319435
0.7405698792081052,-39.495919453722
0.44157502726940606,-61.50242196756661
0.20144965269468226,-27.095011847300146
0.34623203395561286,-39.67189547280572
0.4417146209090581,-39.43296774827319
0.7821242350844352,-33.433512767748866
0.5757586148138233,-58.15566265885484
0.725323914057268,-39.324303758138875
0.6065080635775371,-37.02210839745739
0.2436315766260676,-40.513845895757214
0.44288565897357507,-33.99008337778306
0.08743735238971873,-34.76149535226565
0.12528238864823102,-28.22243719155133
0.39716119934432764,-30.883734832765626
0.6934500825464788,-34.27042890150481
0.10172298629964223,-29.909924793617332
0.6647228534473055,-48.694961721276364
0.3258167544036426,-31.641525193790986
0.4239582576146173,-33.007271940875796
0.4362650608722753,-23.845123086389705
0.3594532429115009,-35.55512671804214
0.04510100746132517,-53.63554879420038
0.38495726363885163,-25.667763704147585
0.38944625018789475,-26.55789028795135
0.20091431251106667,-45.40914198686362
0.28418112766591097,-25.697527046477465
0.6013638342702742,-50.57542046853
0.4219088354800734,-29.736571388227116
0.3191757997649547,-22.509869236851603
0.6157380041045194,-32.23153980946031
0.15189273884807708,-33.18386930685262
0.5198904838387367,-28.394103509747943
0.615347299900944,-33.0369638904648
0.3893942280129647,-36.43106325821855
0.26750754634019636,-44.21272835273961
0.0792101195863614,-29.13537024973349
0.4084245423413775,-51.254072783626484
0.5194913666070952,-17.26796976359251
0.5951526719025985,-40.415385688927195
0.23863713245399085,-23.971835881296233
0.17538666849916515,-30.135456906710175
0.3875421666562311,-25.92873398741562
0.6622681654938577,-58.04538481672972
0.007993821269455914,-39.54768799439575
0.5298397904787233,-29.17541264894742
0.4611011512458312,-38.52660058301389
0.6279210917468864,-35.070358151901566
0.5054641164973159,-32.18710787662863
0.021145068554053827,-41.01708793490471
0.5835855010695701,-41.78732013462733
0.4350531411533558,-42.38383056603505
0.6910602312594225,-37.43385208071123
0.17662775623378987,-52.757743493312084
0.2627397808269753,-51.48224822811225
0.20004082325455474,-23.89232197417941
0.29532406809155676,-29.000297059004605
0.6898349556241478,-48.069578858678355
0.7273063057455544,-36.66061457231963
0.48219216068489423,-24.143101437913536
0.39980461132344286,-16.96686564432471
0.6697429409649701,-34.57871692705737
0.6871503995664312,-40.28698536082021
0.32742695694193635,-24.134056614156634
0.19321661201233412,-33.68528862796733
0.3506638265162265,-18.451206999269957
0.05575612698889332,-20.765941435527502
0.6729339753675627,-28.074085310164463
0.5780891475034801,-47.820415623734554
0.728803972740288,-53.692436092979506
0.05662329599124041,-39.76111674265707
0.2624810698653069,-16.118300473911827
0.6867316899300879,-47.43421322356604
0.22348388583896162,-50.64758282581515
0.5819029218333199,-37.827502091240056
0.33007230804052085,-28.792705006580274
0.026163382367190558,-10.185122577602169
0.04493323529373479,-13.570529206627603
0.5818779792505132,-14.291965808694297
0.38490792810577484,-25.261082777159327
0.06451582667648541,-34.71498628434481
